,OverallRating,pros
15823,5.0,"[ ' [ ' , ' Work ' , ' life ' , ' balance ' , ' Respect ' , ' Salesforce ' , ' care ' , ' abt ' , ' employee ' , ' Agile ' , ' ] ' ]"
15824,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
15825,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
15826,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
15827,5.0,"[ ' [ ' , ' Sales ' , ' Training ' , ' Compensation ' , ' WorkLife ' , ' Balance ' , ' Management ' , ' ] ' ]"
15828,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
15829,5.0,"[ ' [ ' , ' Great ' , ' experience ' , ' would ' , ' work ' , ' ] ' ]"
15830,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
15831,5.0,"[ ' [ ' , ' Excellent ' , ' company ' , ' work ' , ' benefit ' , ' great ' , ' people ' , ' great ' , ' ] ' ]"
15832,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
15833,5.0,"[ ' [ ' , ' Work ' , ' life ' , ' balance ' , ' Respect ' , ' Salesforce ' , ' care ' , ' abt ' , ' employee ' , ' Agile ' , ' ] ' ]"
15834,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
15835,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
15836,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
15837,5.0,"[ ' [ ' , ' Sales ' , ' Training ' , ' Compensation ' , ' WorkLife ' , ' Balance ' , ' Management ' , ' ] ' ]"
15838,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
15839,5.0,"[ ' [ ' , ' Great ' , ' experience ' , ' would ' , ' work ' , ' ] ' ]"
15840,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
15841,5.0,"[ ' [ ' , ' Excellent ' , ' company ' , ' work ' , ' benefit ' , ' great ' , ' people ' , ' great ' , ' ] ' ]"
15842,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
15843,5.0,"[ ' [ ' , ' Work ' , ' life ' , ' balance ' , ' Respect ' , ' Salesforce ' , ' care ' , ' abt ' , ' employee ' , ' Agile ' , ' ] ' ]"
15844,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
15845,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
15846,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
15847,5.0,"[ ' [ ' , ' Sales ' , ' Training ' , ' Compensation ' , ' WorkLife ' , ' Balance ' , ' Management ' , ' ] ' ]"
15848,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
15849,5.0,"[ ' [ ' , ' Great ' , ' experience ' , ' would ' , ' work ' , ' ] ' ]"
15850,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
15851,5.0,"[ ' [ ' , ' Excellent ' , ' company ' , ' work ' , ' benefit ' , ' great ' , ' people ' , ' great ' , ' ] ' ]"
15852,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
15853,5.0,"[ ' [ ' , ' Work ' , ' life ' , ' balance ' , ' Respect ' , ' Salesforce ' , ' care ' , ' abt ' , ' employee ' , ' Agile ' , ' ] ' ]"
15854,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
15855,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
15856,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
15857,5.0,"[ ' [ ' , ' Sales ' , ' Training ' , ' Compensation ' , ' WorkLife ' , ' Balance ' , ' Management ' , ' ] ' ]"
15858,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
15859,5.0,"[ ' [ ' , ' Great ' , ' experience ' , ' would ' , ' work ' , ' ] ' ]"
15860,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
15861,5.0,"[ ' [ ' , ' Excellent ' , ' company ' , ' work ' , ' benefit ' , ' great ' , ' people ' , ' great ' , ' ] ' ]"
15862,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
15863,5.0,"[ ' [ ' , ' Work ' , ' life ' , ' balance ' , ' Respect ' , ' Salesforce ' , ' care ' , ' abt ' , ' employee ' , ' Agile ' , ' ] ' ]"
15864,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
15865,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
15866,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
15867,5.0,"[ ' [ ' , ' Sales ' , ' Training ' , ' Compensation ' , ' WorkLife ' , ' Balance ' , ' Management ' , ' ] ' ]"
15868,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
15869,5.0,"[ ' [ ' , ' Great ' , ' experience ' , ' would ' , ' work ' , ' ] ' ]"
15870,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
15871,5.0,"[ ' [ ' , ' Excellent ' , ' company ' , ' work ' , ' benefit ' , ' great ' , ' people ' , ' great ' , ' ] ' ]"
15872,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
15873,5.0,"[ ' [ ' , ' Work ' , ' life ' , ' balance ' , ' Respect ' , ' Salesforce ' , ' care ' , ' abt ' , ' employee ' , ' Agile ' , ' ] ' ]"
15874,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
15875,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
15876,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
15877,5.0,"[ ' [ ' , ' Sales ' , ' Training ' , ' Compensation ' , ' WorkLife ' , ' Balance ' , ' Management ' , ' ] ' ]"
15878,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
15879,5.0,"[ ' [ ' , ' Great ' , ' experience ' , ' would ' , ' work ' , ' ] ' ]"
15880,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
15881,5.0,"[ ' [ ' , ' Excellent ' , ' company ' , ' work ' , ' benefit ' , ' great ' , ' people ' , ' great ' , ' ] ' ]"
15882,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
15883,5.0,"[ ' [ ' , ' Work ' , ' life ' , ' balance ' , ' Respect ' , ' Salesforce ' , ' care ' , ' abt ' , ' employee ' , ' Agile ' , ' ] ' ]"
15884,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
15885,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
15886,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
15887,5.0,"[ ' [ ' , ' Sales ' , ' Training ' , ' Compensation ' , ' WorkLife ' , ' Balance ' , ' Management ' , ' ] ' ]"
15888,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
15889,5.0,"[ ' [ ' , ' Great ' , ' experience ' , ' would ' , ' work ' , ' ] ' ]"
15890,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
15891,5.0,"[ ' [ ' , ' Excellent ' , ' company ' , ' work ' , ' benefit ' , ' great ' , ' people ' , ' great ' , ' ] ' ]"
15892,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
15893,5.0,"[ ' [ ' , ' Work ' , ' life ' , ' balance ' , ' Respect ' , ' Salesforce ' , ' care ' , ' abt ' , ' employee ' , ' Agile ' , ' ] ' ]"
15894,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
15895,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
15896,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
15897,5.0,"[ ' [ ' , ' Sales ' , ' Training ' , ' Compensation ' , ' WorkLife ' , ' Balance ' , ' Management ' , ' ] ' ]"
15898,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
15899,5.0,"[ ' [ ' , ' Great ' , ' experience ' , ' would ' , ' work ' , ' ] ' ]"
15900,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
15901,5.0,"[ ' [ ' , ' Excellent ' , ' company ' , ' work ' , ' benefit ' , ' great ' , ' people ' , ' great ' , ' ] ' ]"
15902,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
15903,5.0,"[ ' [ ' , ' Work ' , ' life ' , ' balance ' , ' Respect ' , ' Salesforce ' , ' care ' , ' abt ' , ' employee ' , ' Agile ' , ' ] ' ]"
15904,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
15905,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
15906,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
15907,5.0,"[ ' [ ' , ' Sales ' , ' Training ' , ' Compensation ' , ' WorkLife ' , ' Balance ' , ' Management ' , ' ] ' ]"
15908,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
15909,5.0,"[ ' [ ' , ' Great ' , ' experience ' , ' would ' , ' work ' , ' ] ' ]"
15910,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
15911,5.0,"[ ' [ ' , ' Excellent ' , ' company ' , ' work ' , ' benefit ' , ' great ' , ' people ' , ' great ' , ' ] ' ]"
15912,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
15913,5.0,"[ ' [ ' , ' Work ' , ' life ' , ' balance ' , ' Respect ' , ' Salesforce ' , ' care ' , ' abt ' , ' employee ' , ' Agile ' , ' ] ' ]"
15914,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
15915,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
15916,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
15917,5.0,"[ ' [ ' , ' Sales ' , ' Training ' , ' Compensation ' , ' WorkLife ' , ' Balance ' , ' Management ' , ' ] ' ]"
15918,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
15919,5.0,"[ ' [ ' , ' Great ' , ' experience ' , ' would ' , ' work ' , ' ] ' ]"
15920,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
15921,5.0,"[ ' [ ' , ' Excellent ' , ' company ' , ' work ' , ' benefit ' , ' great ' , ' people ' , ' great ' , ' ] ' ]"
15922,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
15923,5.0,"[ ' [ ' , ' Work ' , ' life ' , ' balance ' , ' Respect ' , ' Salesforce ' , ' care ' , ' abt ' , ' employee ' , ' Agile ' , ' ] ' ]"
15924,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
15925,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
15926,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
15927,5.0,"[ ' [ ' , ' Sales ' , ' Training ' , ' Compensation ' , ' WorkLife ' , ' Balance ' , ' Management ' , ' ] ' ]"
15928,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
15929,5.0,"[ ' [ ' , ' Great ' , ' experience ' , ' would ' , ' work ' , ' ] ' ]"
15930,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
15931,5.0,"[ ' [ ' , ' Excellent ' , ' company ' , ' work ' , ' benefit ' , ' great ' , ' people ' , ' great ' , ' ] ' ]"
15932,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
15933,5.0,"[ ' [ ' , ' Work ' , ' life ' , ' balance ' , ' Respect ' , ' Salesforce ' , ' care ' , ' abt ' , ' employee ' , ' Agile ' , ' ] ' ]"
15934,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
15935,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
15936,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
15937,5.0,"[ ' [ ' , ' Sales ' , ' Training ' , ' Compensation ' , ' WorkLife ' , ' Balance ' , ' Management ' , ' ] ' ]"
15938,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
15939,5.0,"[ ' [ ' , ' Great ' , ' experience ' , ' would ' , ' work ' , ' ] ' ]"
15940,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
15941,5.0,"[ ' [ ' , ' Excellent ' , ' company ' , ' work ' , ' benefit ' , ' great ' , ' people ' , ' great ' , ' ] ' ]"
15942,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
15943,5.0,"[ ' [ ' , ' Work ' , ' life ' , ' balance ' , ' Respect ' , ' Salesforce ' , ' care ' , ' abt ' , ' employee ' , ' Agile ' , ' ] ' ]"
15944,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
15945,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
15946,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
15947,5.0,"[ ' [ ' , ' Sales ' , ' Training ' , ' Compensation ' , ' WorkLife ' , ' Balance ' , ' Management ' , ' ] ' ]"
15948,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
15949,5.0,"[ ' [ ' , ' Great ' , ' experience ' , ' would ' , ' work ' , ' ] ' ]"
15950,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
15951,5.0,"[ ' [ ' , ' Excellent ' , ' company ' , ' work ' , ' benefit ' , ' great ' , ' people ' , ' great ' , ' ] ' ]"
15952,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
15953,5.0,"[ ' [ ' , ' Work ' , ' life ' , ' balance ' , ' Respect ' , ' Salesforce ' , ' care ' , ' abt ' , ' employee ' , ' Agile ' , ' ] ' ]"
15954,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
15955,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
15956,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
15957,5.0,"[ ' [ ' , ' Sales ' , ' Training ' , ' Compensation ' , ' WorkLife ' , ' Balance ' , ' Management ' , ' ] ' ]"
15958,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
15959,5.0,"[ ' [ ' , ' Great ' , ' experience ' , ' would ' , ' work ' , ' ] ' ]"
15960,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
15961,5.0,"[ ' [ ' , ' Excellent ' , ' company ' , ' work ' , ' benefit ' , ' great ' , ' people ' , ' great ' , ' ] ' ]"
15962,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
15963,5.0,"[ ' [ ' , ' Work ' , ' life ' , ' balance ' , ' Respect ' , ' Salesforce ' , ' care ' , ' abt ' , ' employee ' , ' Agile ' , ' ] ' ]"
