,タイトル,タイトルリンク,typography-hy,point,w-100,口コミ投稿日,text-center,report,report1,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1
23,男性/ インサイドセールス/ 現職（回答時）/ 中途入社/ 在籍3～5年/ 正社員/ sales development/ 部長,https://en-hyouban.com/company/10025403019/user_kuchikomi/3503799/,福利厚生・オフィス環境,4.3,福利厚生:リモートワークにかかる機器の費用補助など非常に恵まれていると思う。オフィス勤務していた際はカフェスペースに様々な飲み物・食べ物があり、そこで生活できるくらい充実していた。オフィス環境:現在はフルリモートだが、出社していたときはJPタワーで東京駅から直結だし、大手町からも歩けないこともないので非常にアクセスは良かった。新社屋が大手町側に作られたので、東京駅から通っていた人は少し歩く時間が長くなるのがネックくらいか。,2021年08月17日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6117357&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6117357/,,,
24,男性/ 営業/ 現職（回答時）/ 新卒入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3405797/,働き方（勤務時間・休日休暇・制度）,5.0,多様な働き方支援:リモートワークできる環境が整備されていて基本的にほぼ在宅勤務です。貸与されるパソコンとモバイルとインターネット環境さえあれば、どこでも仕事ができるようになっています。コロナ禍において必ずしもオフィスに出社する必要はなく、自由に働き方を選択できるのは魅力に感じています。基本的にカレンダーベースでスケジュールを立てて動くので、仕事の忙しさには波がありますが、空いた時間に自分の趣味や習い事などに費やすことができるなど、ワークライフバランスも非常にとりやすいのではないかと考えています。,2021年06月30日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5974007&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5974007/,,,
25,男性/ AE/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2832680/,年収・給与,5.0,給与制度:兎に角数字を出せば出すだけ給与に跳ね返ってきます。しかも、基本的には翌月の給与の反映されるのでそれだけモチベーションがあがります。加えて、Spiffといって特典の商材だけインセンティブが2倍、3倍となることなども頻発しているので、年間達成率60％でも理論年収を上回ることなどがよく起こります。兎に角凄い制度、凄い会社です。評価制度:完全に数字のみが評価に反映がされますので至極分かりやすく、余計な考え、ものさしは不要です。,2021年09月13日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6210418&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6210418/,,,
26,男性/ インサイドセールス/ 現職（回答時）/ 中途入社/ 在籍3～5年/ 正社員/ sales development/ 部長,https://en-hyouban.com/company/10025403019/user_kuchikomi/3503799/,年収・給与,4.3,給与制度:Mgr職はある程度給与も確保されているので良いと思う。外勤営業は数字が上がればかなりの年収になるが、あがらないとかなり低くなってしまうリスクはある。デカイ一発を契約するだけで年収1億も夢ではないため、夢はあると思われる。評価制度:基本的に自分の部署以外にもヒアリングをかけて昇進できるかできないかを決める。ただ、会社が大きくなってきたこともありポジショントークをする人はかなり増えてきたように思う。,2021年08月17日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6117356&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6117356/,,,
27,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3124779/,企業カルチャー・組織体制,5.0,企業カルチャー・社風:揺るがない企業文化がある。平等や信頼など掲げている内容も素晴らしく、企業としてそれをしっかり実践してる点は素晴らしい。組織体制・コミュニケーション:部門横断のコミュニケーションツールがあり、通達などは円滑。加えて人を助ける精神があるので、社内のやりとりが基本協力的。ダイバーシティ・多様性:同一労働同一賃金、人種、国籍など多様性への取り組みは先進的。,2020年12月20日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5566792&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5566792/,,,
28,男性/ 営業系（営業、MR、営業企画 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2777337/,年収・給与,,給与水準：営業職はベース:インセンティブが6:4の比率のため、ベースで安定的に稼ぎたい人には不向きな環境。外資としては標準的な水準だが、部署、役職によってはベースが極端に低くなる可能性があるため、生活の安定が必須となる既婚者、世帯持ちには厳しき場合もある。入社前に人事と交渉余地もあると思われるが、理論年俸の高さだけで判断すると思わぬ落とし穴にハマる可能性あり。ヘッドハンティングされた人と応募してきた人の待遇差は凄まじく、人によっては同じ立場、役職でも理論年俸に倍の開きがある場合もある。実際に役員と同程度の理論年俸で契約して入社した営業担当もいる。,2020年02月 1日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4986258&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4986258/,,,
29,男性/ 法務/ 現職（回答時）/ 中途入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3680233/,企業カルチャー・組織体制,5.0,企業カルチャー・社風:とても風通しが良い。社風も良く、アメリカの勢いのあるカルチャーを反映している。組織体制・コミュニケーション:組織体制や社員同士のコミュニケーションもよく、みんななかよくわきあいあいとやっている。ダイバーシティ・多様性:ダイバーシティも申し分ない。性別、人種、国籍、宗教、ワークスタイル、障害の有無にあわせた働き方ができる、多様性を生かしている。,2021年11月 3日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6387814&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6387814/,,,
30,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4387423/,事業展望・強み・弱み,4.8,事業の強み:顧客情報を世界で一番預かっている会社と思うので、この点が一番の強み。事業の弱み:多数の会社を買収しているため、今後、製品、および、会社の戦略、組織の統合が鍵となると思う。長いスパンで見たときに世の中のIT化が進み営業スタイルが変わった際に  SFA  のシナリオが変化する可能性がある。事業展望:世の中のIT化の継続に合わせて事業の展望も明るい。,2022年05月16日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=7169144&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/7169144/,,,
31,男性/ AE/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2832680/,年収・給与,5.0,給与制度:売上を上げた分だけ給与にもろに跳ね返ってくる。コミッションは基本的には翌月には給与に反映されるためそれもモチベーションになる。更に、状況に応じでコミッション2倍、3倍のキャンペーンが走るためモチベーションが途切れることがないように管理されている点もすばらしい。ただし、自身が担当するエリアによる数字のばらつきは多分にあると思う。評価制度:実力主義であることは疑いようがない。成果をあげた人が評価される。とはいえ、上げていない人でも努力していることが端から見て明らかであればそれは評価の対象になると思われる。,2020年06月 3日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5125849&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5125849/,,,
32,男性/ サクセスマネージャー/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3982491/,働き方（勤務時間・休日休暇・制度）,4.0,勤務時間・休日休暇:勤務時間は職種にもよるが、比較的自由であった。というよりもやるべき事が多いため、日中は社内外の会議やミーティングでほぼ埋まっている。自社サービスの勉強やお客様環境の勉強も必要なため、就業時間外でも（休日でも）仕事している人が多いように感じる。多様な働き方支援:フルリモートワークとなっているため、時間の使い方はなかり自由ではある。その分、結果を求められるためどのように働くかは自分次第である。,2022年02月10日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6770405&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6770405/,,,
33,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3～5年/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2445431/,企業カルチャー・組織体制,5.0,企業カルチャー・社風:お互いの成果のために協力し合う文化がある成功や失敗を詳しくシェアし、学びをチームに還元する仕組みが素晴らしい組織体制・コミュニケーション:仕事に対する自主性が高いため、パートナリングや業務コミュニケーションはスムーズ無駄な付き合いやなれ合いはないダイバーシティ・多様性:米国企業のためダイバーシティは進んでいるのでは,2022年01月10日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6609565&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6609565/,,,
34,男性/ カスタマーサクセス/ 現職（回答時）/ 中途入社/ 在籍11～15年/ 正社員/ ディレクター,https://en-hyouban.com/company/10025403019/user_kuchikomi/2430781/,福利厚生・オフィス環境,5.0,福利厚生:福利厚生は、外資でよくあるESPPがあり、US株がディスカウントされて購入可能。住宅補助等はなく、退職金は401kで運用、と一般的なIT外資オフィス環境:昨年新オフィスに移転し、さらに本社に近い雰囲気になり、かなり恵まれている環境。机は広く自動で昇降可能、備え付けモニターも34インチで快適。各階のお菓子コーナー＆特定フロアにバリスタがいるので美味しいカフェラテやコーヒーも飲める,2022年06月27日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=7382996&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/7382996/,,,
35,男性/ サクセスマネージャー/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3982491/,企業カルチャー・組織体制,4.0,企業カルチャー・社風:会社全体として、「社会貢献」を掲げているためボランティア活動を行っている社員は多い。ボランティア活動結果を全社員に共有しながら、「社会貢献」を広げていっている。組織体制・コミュニケーション:コロナ禍になってからはフルリモートのため、コミュニケーションは全てSlackで行っている。もともと社内チャットツールもあり、言語化されたコミュニケーションが多い。慣れるまでは大変だと思う。,2022年02月10日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6770406&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6770406/,,,
36,男性/ Solution Engineer/ 現職（回答時）/ 新卒入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4145645/,福利厚生・オフィス環境,4.9,福利厚生:住宅補助はないが、給料はそれなりに高いと感じる。多くの社員は自社株を購入する制度を一つの投資手段として利用している。福利厚生に関しては、健康維持に使用する費用を月一定程度補助するという制度があり、みんな愛用している。オフィス環境:非常にきれい。空いている席ならどこでも自由に利用できる。マインドフルネスの部屋があり、疲れたらそこで瞑想したりなどして休息を取ることができる。,2022年03月18日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6939200&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6939200/,,,
37,男性/ アカウントエグゼクティブ/ 現職（回答時）/ 中途入社/ 在籍6～10年/ 正社員/ 営業本部/ 無し,https://en-hyouban.com/company/10025403019/user_kuchikomi/3328490/,福利厚生・オフィス環境,4.9,福利厚生:昔ながらの日本の大企業と比べると、特徴的な福利厚生はない。社員持株会については、会社の株価が右肩あがりの状況につき、利益を得やすい。オフィス環境:現在はリモートワーク中心。オフィスへの出社は人数制限が設けられており、事前申請の上、制限人数内であれば自由に出社は可能。立地は東京駅直結のビルにあり、アクセスは最高。社内のファシリティについてはトップクラスの設備。,2021年05月31日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5872647&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5872647/,,,
38,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3～5年/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2445431/,働き方（勤務時間・休日休暇・制度）,5.0,勤務時間・休日休暇:成果に基づいて賞与が決まるため、成果を求めないのであれば残業を求められるわけではないただ、成果を上げるために自主的に勤務時間外に働くことが普通になっている気がする多様な働き方支援:リモートワークは基本休暇などは自由、取得しやすい、働くことに自主性が求められるので働き方は自己責任、上司がどうこう指示することはない副業などは問題ないのでは,2022年01月10日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6609564&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6609564/,,,
39,男性/ AE/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2832680/,福利厚生・オフィス環境,5.0,福利厚生:退職金はないですが、それを補ってあまりあるインセンティブの制度があります。日系企業で30年以上勤めてやっともらえる退職金が極端な話1年、半月でもらえるチャンスがあります。結局結果次第ですが、自らの営業力次第ではどこまでも自身の給与を伸ばすことが出来ます。あとは、社員株等もあります。オフィス環境:東京駅から直結しているOfficeなので都会の雰囲気を思う存分味わえます。,2021年09月13日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6210419&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6210419/,,,
